Results	Entity	Line	Column	CheckID	Check Name
      No comment with variable declaration	IsDef	5631	16	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ResultLoc	5632	21	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Definition	5653	13	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	DefinitionLoc	5655	23	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	DefinitionKindSpelling	5656	15	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	DefinitionFile	5658	13	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	DefinitionLine	5659	15	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	DefinitionColumn	5659	31	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	DefinitionFileName	5662	15	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	TU	6193	20	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	WasReference	6195	7	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	D	6207	14	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Def	6281	17	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Def	6290	24	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Def	6307	24	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Def	6322	17	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ClassImpl	6348	34	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Def	6349	28	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Impl	6358	30	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Def	6364	32	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Def	6376	35	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Impl	6378	39	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Class	6389	33	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Def	6391	35	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Friend	6397	19	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Friend	6402	19	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Index	5696	11	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	D	5715	20	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Result	5915	11	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ResultData	5917	18	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	R	6070	14	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	tu	6081	20	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	D	6083	16	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Using	6086	25	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	PropImpl	6088	36	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Property	6090	28	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	E	6097	16	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	D	6098	16	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	declCursor	6100	15	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Ovl	6106	28	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	S	6113	16	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Goto	6114	24	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	label	6115	21	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	labelS	6116	23	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Def	6123	37	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Prot	6136	30	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Def	6137	34	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Class	6144	31	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Def	6145	35	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	B	6164	30	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	D	6421	18	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	CatImplD	6422	36	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	CatD	6423	28	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ImplD	6426	28	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	IFD	6427	35	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	E	6445	26	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	S	6448	33	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	D	6452	14	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Using	6453	23	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	TU	6466	20	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	E	6468	26	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	S	6471	33	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	D	6475	14	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Using	6476	23	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	FD	6494	22	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Body	6495	16	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	SM	6497	17	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Pieces	6509	16	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	E	6513	26	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	E	6519	27	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	TemplateArgLoc	6520	18	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	OCE	6528	35	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Callee	6530	18	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ICE	6531	34	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	DRE	6534	29	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	R	6548	18	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Loc	6612	17	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	LocInfo	6613	30	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Invalid	6615	7	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Buffer	6616	12	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	CXXUnit	6630	11	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	CXXUnit	6644	11	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	SourceMgr	6654	17	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	BeginLocInfo	6655	30	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Buffer	6666	12	RECOMMENDED_16	Variables should be commented
